loss,val_loss
0.00874660536646843,0.0013500623172149062
0.0006648811977356672,0.0006391234928742051
0.0006157816969789565,0.0005941354902461171
0.0005960906273685396,0.0005857032956555486
0.000585675414185971,0.000579004583414644
0.000579079263843596,0.0005742827197536826
0.0005737922620028257,0.0005716163432225585
0.0005692957784049213,0.000566508446354419
0.0005651607643812895,0.0005624096957035363
0.0005609261570498347,0.000559060019440949
0.0005550074856728315,0.000552432844415307
0.000545614690054208,0.0005433853948488832
0.0005295590963214636,0.0005234351847320795
0.0005153344245627522,0.0005153418169356883
0.0005068963509984314,0.0005040246760472655
0.0005002092802897096,0.0005023390986025333
0.0004966672859154642,0.0004932883311994374
0.0004939141217619181,0.0004942549858242273
0.0004914969322271645,0.0004903438384644687
0.00048966018948704,0.00048672218690626323
